task_id,task_type,group_id,rep,a_hotel_id,a_name,a_stars,a_neighborhood,a_review_score,a_review_count,a_room_type,a_cancellation_free,a_breakfast_included,a_amenities,a_price,b_hotel_id,b_name,b_stars,b_neighborhood,b_review_score,b_review_count,b_room_type,b_cancellation_free,b_breakfast_included,b_amenities,b_price,c_hotel_id,c_name,c_stars,c_neighborhood,c_review_score,c_review_count,c_room_type,c_cancellation_free,c_breakfast_included,c_amenities,c_price,d_hotel_id,d_name,d_stars,d_neighborhood,d_review_score,d_review_count,d_room_type,d_cancellation_free,d_breakfast_included,d_amenities,d_price,e_hotel_id,e_name,e_stars,e_neighborhood,e_review_score,e_review_count,e_room_type,e_cancellation_free,e_breakfast_included,e_amenities,e_price
108,fiveopt,108,1,26,Hyatt House New York/Chelsea,3,Chelsea,8.3,1843,King Studio (1 king bed),0,0,Free WiFi; Kitchen; Fitness center; Breakfast,265,106,AC Hotel New York Times Square,4,Times Square,8.3,1960,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,352,143,1 Hotel Brooklyn Bridge,4,Brooklyn Heights,8.6,1873,King Room (1 king bed),1,0,Free WiFi; Rooftop pool; Restaurant; Spa,361,153,The Renwick Hotel,4,Midtown East,8.2,870,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar,206,161,Wythe Hotel,4,"Williamsburg, Brooklyn",8.7,1021,King Room (1 king bed),0,0,Free WiFi; Restaurant; Rooftop bar,250
109,fiveopt,109,1,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.3,2699,Double Room (2 double beds),1,1,Free WiFi; Restaurant; Fitness center; Business center,159,39,Motto by Hilton New York City Chelsea,4,Chelsea,8.4,2161,Flex Room (1 queen bed),1,0,Free WiFi; Fitness center,200,48,Kimpton Theta New York,4,Times Square,8.5,712,Standard King (1 king bed),1,0,Free WiFi; Wine hour; Fitness center,304,67,Equinox Hotel New York,5,Hudson Yards,8.7,927,Premium King (1 king bed),0,0,Free WiFi; Rooftop pool; Spa; Fitness center; Restaurant,1035,168,The Boro Hotel,4,"Long Island City, Queens",8.6,756,King Room (1 king bed),0,0,Free WiFi; Bar; Manhattan views,222
110,fiveopt,110,1,78,Hilton Garden Inn New York/Times Square,3,Times Square,7.8,2560,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Business center,214,84,Holiday Inn NYC - Lower East Side,3,Lower East Side,7.7,1654,King Room (1 king bed),1,1,Free WiFi; Fitness center,154,106,AC Hotel New York Times Square,4,Times Square,8.5,1856,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,190,123,Thompson Central Park New York,4,Midtown West,8.1,2245,King Room (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar,383,141,The Greenwich Hotel,5,TriBeCa,9.4,488,King Room (1 king bed),1,1,Free WiFi; Restaurant; Spa; Pool; Fitness center,759
111,fiveopt,111,1,6,Hotel Wolcott,2,Midtown,7.6,1548,Standard Double (2 double beds),1,0,Free WiFi; Fitness center,75,105,Residence Inn New York Downtown Manhattan,3,Financial District,7.8,1152,One-Bedroom Suite (1 king bed),0,1,Free WiFi; Breakfast included; Kitchen; Fitness center,175,127,Days Inn by Wyndham NYC Midtown 45,2,Midtown,6.5,2087,Queen Room (1 queen bed),0,1,Free WiFi,125,135,The Ludlow Hotel,4,Lower East Side,8.8,1035,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar; Garden,244,145,The Langham New York Fifth Avenue,5,Midtown,9.1,747,Premier King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,825
112,fiveopt,112,1,53,The Ned NoMad,4,NoMad,8.5,908,Medium Room (1 king bed),1,1,Free WiFi; Restaurant; Rooftop pool; Members club,408,129,Best Western Plus Hospitality House Suites,3,Midtown East,7.8,1500,One-Bedroom Suite (1 king bed),0,0,Free WiFi; Kitchen; Fitness center,157,131,Freehand New York,3,Flatiron,7.8,1731,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Bar; Rooftop,233,149,Lotte New York Palace,5,Midtown East,8.4,2090,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,519,152,Arlo Midtown,3,Times Square,7.9,1695,King Room (1 king bed),1,0,Free WiFi; Rooftop bar; Restaurant,143
113,fiveopt,113,1,32,Executive Hotel Le Soleil New York,4,Midtown,8.3,1864,Deluxe Queen (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant,199,46,New York Hilton Midtown,4,Midtown,7.5,13527,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Business center,320,92,Kimpton Hotel Eventi,4,Chelsea,8.6,1700,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Fitness center; Wine hour,305,121,Hyatt Regency Times Square,4,Times Square,8.1,2513,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,362,149,Lotte New York Palace,5,Midtown East,8.4,1993,Palace King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,613
114,fiveopt,114,1,14,Margaritaville Resort Times Square,3,Midtown West,7.7,2147,Standard Double (2 double beds),0,0,Free WiFi; Pool; Bar; Restaurant,98,75,Hilton Garden Inn New York/Midtown Park Avenue,3,Midtown East,7.9,2334,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Business center,221,83,Holiday Inn New York City - Times Square,3,Times Square,7.5,4072,King Room (1 king bed),0,0,Free WiFi; Fitness center,243,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,8.0,2227,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,261,173,"The Lexington Hotel, Autograph Collection",4,Midtown East,8.0,2969,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,241
115,fiveopt,115,1,13,Aloft New York Chelsea,3,Chelsea,8.5,1824,Savvy Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar,152,35,LUMA Hotel Times Square,4,Times Square,8.6,2530,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Bar; Fitness center,355,42,Virgin Hotels New York City,4,NoMad,8.6,964,Chamber King (1 king bed),0,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,228,78,Hilton Garden Inn New York/Times Square,3,Times Square,8.1,2432,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Business center,216,99,Fairfield Inn & Suites New York Manhattan/Times Square,3,Times Square,7.7,2247,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,228
116,fiveopt,116,1,8,YOTEL New York Times Square,3,Times Square,7.3,6858,Premium Queen Cabin (1 queen bed),1,0,Free WiFi; Fitness center; Terrace,183,75,Hilton Garden Inn New York/Midtown Park Avenue,3,Midtown East,8.0,2291,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Business center,168,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.8,1464,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Pool,167,126,Ramada by Wyndham New York/Eastside,2,Midtown East,6.6,1684,Queen Room (1 queen bed),0,0,Free WiFi,143,177,Tempo by Hilton New York Times Square,3,Times Square,8.2,541,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Kitchen,341
117,fiveopt,117,1,21,Courtyard by Marriott Times Square West,3,Midtown West,8.2,2410,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center,219,36,Bryant Park Hotel,4,Midtown,8.4,1706,Deluxe Queen (1 queen bed),0,0,Free WiFi; Fitness center,236,96,Courtyard by Marriott New York Manhattan/SoHo,3,SoHo,8.2,1324,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant,208,118,Hyatt Centric Wall Street New York,4,Financial District,8.6,1216,Queen Room (1 queen bed),0,1,Free WiFi; Fitness center; Restaurant; Bar,296,136,The Bowery Hotel,4,East Village,8.9,901,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Bar; Fireplace lounge,609
118,fiveopt,118,1,7,voco Times Square South,3,Hell's Kitchen,7.7,1488,Standard King (1 king bed),1,1,Free WiFi; Restaurant; Fitness center,139,39,Motto by Hilton New York City Chelsea,4,Chelsea,8.7,1951,Flex Room (1 queen bed),0,0,Free WiFi; Fitness center,167,59,The Dominick Hotel,5,SoHo,8.7,1853,Superior King (1 king bed),0,0,Free WiFi; Restaurant; Pool; Spa; City views,376,130,The Jane Hotel,2,West Village,7.3,2493,Standard Cabin (1 twin bed),0,0,Free WiFi; Bar; Ballroom,152,154,Walker Hotel Greenwich Village,4,Greenwich Village,8.3,636,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant,210
119,fiveopt,119,1,18,The Lucerne Hotel,3,Upper West Side,8.4,2543,Classic Queen (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center,117,81,DoubleTree by Hilton NYC Financial District,4,Financial District,7.9,2303,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,243,128,La Quinta Inn & Suites New York Times Square South,2,Midtown,7.1,1658,Double Room (2 double beds),1,1,Free WiFi; Breakfast,113,146,Mandarin Oriental New York,5,Upper West Side,8.8,1070,Hudson River View King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,769,174,Moxy NYC Chelsea,3,Chelsea,8.0,1276,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Restaurant,230
120,fiveopt,120,1,17,The Hotel at Fifth Avenue,3,Midtown,8.1,1726,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center,203,111,The Westin New York at Times Square,4,Times Square,7.8,4014,Double Room (2 double beds),1,1,Free WiFi; Restaurant; Fitness center; Bar,385,113,Sheraton Tribeca New York Hotel,4,TriBeCa,8.0,1644,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,236,158,The James New York NoMad,4,NoMad,8.3,790,King Room (1 king bed),1,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,223,172,New York Marriott Downtown,4,Financial District,8.0,3145,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,388
121,fiveopt,121,1,9,MOXY NYC Times Square,3,Times Square,7.7,4114,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar,150,21,Courtyard by Marriott Times Square West,3,Midtown West,8.1,2114,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center,265,55,Ink 48 Hotel,5,Hell's Kitchen,8.1,2757,King Room with City View (1 king bed),1,1,Free WiFi; Rooftop bar; Fitness center; City views,301,149,Lotte New York Palace,5,Midtown East,8.5,2061,Palace King (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,564,164,Even Hotel Brooklyn,3,Downtown Brooklyn,8.5,699,King Room (1 king bed),0,0,Free WiFi; Fitness center,224
122,fiveopt,122,1,34,Public Hotel,4,Lower East Side,8.3,2163,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Bar,234,46,New York Hilton Midtown,4,Midtown,7.5,12596,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Business center,375,52,Andaz 5th Avenue,4,Midtown East,8.8,1510,Andaz Large King (1 king bed),0,0,Free WiFi; Wine hour; Restaurant; Fitness center,395,142,The Mercer,5,SoHo,9.2,603,Penthouse Loft (1 king bed),0,0,Free WiFi; Restaurant; Bar,1027,178,Loews Regency Hotel New York,5,Upper East Side,8.9,1128,Park Avenue King (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,612
123,fiveopt,123,1,51,Nine Orchard,4,Lower East Side,9.1,728,Deluxe King (1 king bed),1,1,Free WiFi; Restaurant; Spa,445,131,Freehand New York,3,Flatiron,7.9,1728,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Bar; Rooftop,237,141,The Greenwich Hotel,5,TriBeCa,9.3,531,King Room (1 king bed),0,0,Free WiFi; Restaurant; Spa; Pool; Fitness center,671,142,The Mercer,5,SoHo,9.2,609,Penthouse Loft (1 king bed),0,0,Free WiFi; Restaurant; Bar,1009,170,Renaissance New York Midtown Hotel,4,Midtown,8.1,2275,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,384
124,fiveopt,124,1,52,Andaz 5th Avenue,4,Midtown East,8.9,1713,Andaz Large King (1 king bed),0,0,Free WiFi; Wine hour; Restaurant; Fitness center,433,132,The Local NYC,2,"Long Island City, Queens",8.3,852,Bunk Room (2 bunk beds),1,0,Free WiFi; Shared kitchen,78,147,"The Pierre, A Taj Hotel",5,Upper East Side,9.0,1533,Superior King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,667,155,Walker Hotel Tribeca,4,TriBeCa,8.3,542,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant,388,166,Z Hotel New York,3,"Long Island City, Queens",7.8,1431,King Room (1 king bed),1,0,Free WiFi; Rooftop bar,163
125,fiveopt,125,1,39,Motto by Hilton New York City Chelsea,4,Chelsea,8.8,1959,Flex Room (1 queen bed),0,0,Free WiFi; Fitness center,222,46,New York Hilton Midtown,4,Midtown,7.8,12010,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center; Business center,354,47,Embassy Suites Manhattan Times Square,4,Times Square,8.5,3753,King Suite (1 king bed),0,1,Free WiFi; Breakfast included; Evening reception; Restaurant,405,86,Holiday Inn Express Manhattan Midtown West,3,Midtown West,8.0,2020,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,265,121,Hyatt Regency Times Square,4,Times Square,8.0,2781,King Room (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar,239
126,fiveopt,126,1,2,Pod 39,3,Murray Hill,7.9,2679,Queen Pod (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,99,28,citizenM New York Times Square,4,Times Square,8.7,3440,citizenM King Room (1 king bed),1,0,Free WiFi; Soundproof rooms; Rain shower; Smart TV,191,89,Crowne Plaza Times Square Manhattan,4,Times Square,7.7,4406,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,317,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.9,1505,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Pool,205,149,Lotte New York Palace,5,Midtown East,8.2,2065,Palace King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,646
127,fiveopt,127,1,35,LUMA Hotel Times Square,4,Times Square,8.4,2609,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Bar; Fitness center,353,59,The Dominick Hotel,5,SoHo,8.9,1689,Superior King (1 king bed),0,1,Free WiFi; Restaurant; Pool; Spa; City views,444,67,Equinox Hotel New York,5,Hudson Yards,8.6,792,Premium King (1 king bed),1,0,Free WiFi; Rooftop pool; Spa; Fitness center; Restaurant,660,127,Days Inn by Wyndham NYC Midtown 45,2,Midtown,6.5,2126,Queen Room (1 queen bed),1,0,Free WiFi,92,176,Conrad New York Downtown,5,Financial District,8.8,1963,Deluxe Suite (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,386
128,fiveopt,128,1,31,New Yorker by Lotte Hotels,4,Midtown,9.0,15161,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,375,41,The Pearl Hotel New York,4,Midtown,9.0,2573,Deluxe King (1 king bed),1,1,Free WiFi; Complimentary breakfast; Wine hour,264,49,The Hotel Chelsea,4,Chelsea,8.8,1272,King Room (1 king bed),0,1,Free WiFi; Restaurant; Concierge; Fitness center,367,168,The Boro Hotel,4,"Long Island City, Queens",8.5,832,Queen Room (1 queen bed),1,0,Free WiFi; Bar; Manhattan views,235,179,"The Ritz-Carlton New York, NoMad",5,NoMad,9.0,422,Premier King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1560
129,fiveopt,129,1,9,MOXY NYC Times Square,3,Times Square,8.0,4266,King Room (1 king bed),1,0,Free WiFi; Fitness center; Bar,211,33,MADE Hotel,4,Midtown,8.8,2008,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Allergy-free rooms,256,77,Hilton Garden Inn New York/Central Park South,3,Midtown,8.2,1880,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center; Business center,232,116,Hyatt Centric Midtown 5th Avenue New York,4,Midtown,8.2,1659,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,380,144,1 Hotel Central Park,5,Midtown,8.9,1146,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Spa; Fitness center,725
130,fiveopt,130,1,3,Now Now NoHo,2,NoHo,7.6,857,Pod Room (1 single bed),0,0,Free WiFi; Shared lounge,146,15,Millennium Broadway Times Square,3,Times Square,7.2,3490,Superior King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant,172,81,DoubleTree by Hilton NYC Financial District,4,Financial District,8.0,1946,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center,173,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.9,1261,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center; Pool,230,123,Thompson Central Park New York,4,Midtown West,8.1,2312,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,421
131,fiveopt,131,1,17,The Hotel at Fifth Avenue,3,Midtown,8.2,1663,Standard Queen (1 queen bed),0,0,Free WiFi; Fitness center,205,103,Residence Inn New York Manhattan/Times Square,3,Times Square,8.2,1761,One-Bedroom Suite (1 king bed),1,1,Free WiFi; Breakfast included; Kitchen; Fitness center,258,104,Residence Inn New York Manhattan/Midtown East,3,Midtown East,8.2,1388,Studio Suite (1 king bed),1,0,Free WiFi; Breakfast included; Kitchen; Fitness center,305,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",7.8,498,King Room (1 king bed),1,0,Free WiFi; Restaurant,200,172,New York Marriott Downtown,4,Financial District,8.0,3120,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant,369
132,fiveopt,132,1,6,Hotel Wolcott,2,Midtown,7.8,1518,Standard Queen (1 queen bed),0,0,Free WiFi; Fitness center,76,44,CIVILIAN Hotel,4,Midtown West,8.6,1485,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar,316,72,Hampton Inn Manhattan-Seaport/Financial District,3,Financial District,8.3,1679,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,288,105,Residence Inn New York Downtown Manhattan,3,Financial District,7.9,1144,One-Bedroom Suite (1 king bed),0,1,Free WiFi; Breakfast included; Kitchen; Fitness center,297,143,1 Hotel Brooklyn Bridge,4,Brooklyn Heights,8.7,1928,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop pool; Restaurant; Spa,522
133,fiveopt,133,1,68,Hampton Inn Manhattan-Chelsea,3,Chelsea,8.3,2960,Double Room (2 double beds),0,0,Free WiFi; Breakfast included; Fitness center,196,107,AC Hotel New York Downtown,4,Financial District,8.1,1169,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,277,136,The Bowery Hotel,4,East Village,8.7,794,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fireplace lounge,409,148,"The Carlyle, A Rosewood Hotel",5,Upper East Side,9.1,639,Superior King (1 king bed),0,0,Free WiFi; Spa; Restaurant; Live jazz; Fitness center,757,152,Arlo Midtown,3,Times Square,7.9,1675,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,149
134,fiveopt,134,1,56,The Knickerbocker,5,Times Square,8.9,1927,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Rooftop bar; Fitness center,473,57,Sofitel New York,5,Midtown,8.8,2590,Luxury King (1 king bed),1,0,Free WiFi; Restaurant; Spa; Fitness center,359,88,Crowne Plaza HY36 Midtown Manhattan,4,Midtown,8.7,2049,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,303,131,Freehand New York,3,Flatiron,8.1,1712,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Bar; Rooftop,192,156,The Hoxton Williamsburg,4,"Williamsburg, Brooklyn",8.6,926,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant; Rooftop bar,212
135,fiveopt,135,1,95,Courtyard by Marriott New York Manhattan/Midtown East,3,Midtown East,7.9,1903,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant,333,100,Fairfield Inn & Suites New York Manhattan/Chelsea,3,Chelsea,7.9,1545,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,194,110,The Westin New York Grand Central,4,Midtown East,8.0,3140,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Heavenly Bed,296,127,Days Inn by Wyndham NYC Midtown 45,2,Midtown,6.4,2018,Queen Room (1 queen bed),0,0,Free WiFi,87,137,The Marlton Hotel,4,Greenwich Village,8.4,911,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar,387
136,fiveopt,136,1,17,The Hotel at Fifth Avenue,3,Midtown,8.2,1901,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center,105,31,New Yorker by Lotte Hotels,4,Midtown,9.0,13457,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,212,81,DoubleTree by Hilton NYC Financial District,4,Financial District,8.1,2074,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,176,125,Wyndham New Yorker Hotel,3,Midtown,7.5,4310,Double Room (2 double beds),0,0,Free WiFi; Fitness center,146,151,The St. Regis New York,5,Midtown,8.9,1198,Grand Deluxe King (1 king bed),1,0,Free WiFi; Butler service; Restaurant; Bar; Fitness center,831
137,fiveopt,137,1,18,The Lucerne Hotel,3,Upper West Side,8.2,2227,Classic Queen (1 queen bed),0,1,Free WiFi; Restaurant; Fitness center,147,27,citizenM New York Bowery,4,Lower East Side,8.6,3285,citizenM King Room (1 king bed),0,0,Free WiFi; Rain shower; Rooftop bar; Smart TV,190,45,Hotel Scherman,4,Midtown,8.4,558,Deluxe Room (1 queen bed),1,0,Free WiFi; Continental breakfast; City views,229,82,DoubleTree by Hilton New York Midtown Fifth Ave,4,Midtown,8.1,2006,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,275,163,The Williamsburg Hotel,4,"Williamsburg, Brooklyn",8.3,859,King Room (1 king bed),1,0,Free WiFi; Pool; Restaurant; Bar,298
138,fiveopt,138,1,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.0,714,Studio King (1 king bed),1,0,Free WiFi; Fitness center,273,30,Courtyard by Marriott Manhattan/Central Park,4,Midtown,8.1,2969,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant,183,59,The Dominick Hotel,5,SoHo,8.9,1647,Deluxe King with City View (1 king bed),0,1,Free WiFi; Restaurant; Pool; Spa; City views,428,117,Hyatt Centric Times Square New York,4,Times Square,8.2,2308,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,383,154,Walker Hotel Greenwich Village,4,Greenwich Village,8.3,700,King Room (1 king bed),1,0,Free WiFi; Restaurant,288
139,fiveopt,139,1,1,Pod 51,2,Midtown East,7.9,4943,Full Pod (1 twin bed),0,0,Free WiFi; Air conditioning,116,43,Arlo NoMad,4,NoMad,8.2,2605,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,251,54,The Wall Street Hotel,4,Financial District,8.7,622,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar; Fitness center,287,151,The St. Regis New York,5,Midtown,8.8,1011,Grand Deluxe King (1 king bed),1,0,Free WiFi; Butler service; Restaurant; Bar; Fitness center,845,159,Smyth Tribeca,4,TriBeCa,8.3,642,King Room (1 king bed),1,0,Free WiFi; Restaurant,271
